Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe
17759,Shamrock,Secret,Good,Brown,Blond,Male,No,1,"2000, December",Earth-616,Marvel
17760,Hugo Natchios,Public,Good,Yellow,Black,Male,Yes,6,"1981, January",Earth-616,Marvel
17761,Helen Stacy,Public,Good,Green,White,Female,Yes,1,"1997, July",Earth-616,Marvel
17762,Katherine Waynesboro,Secret,Good,Brown,Black,Female,Yes,25,"1983, September",Earth-616,Marvel
17763,Wallace Johnson,Secret,Good,Brown,Black,Male,Yes,1,"1996, December",New Earth,DC
17764,Sashia,Public,Good,Black,Black,Female,Yes,2,"1979, August",Earth-616,Marvel
17765,Anthony Bronson,Non-dual,Good,Brown,Black,Male,Yes,2,"2004, April",Earth-616,Marvel
17766,Kevin Wilson,Secret,Bad,Brown,White,Male,Yes,1,"1992, August",Earth-616,Marvel
17767,William Gunn,Public,Good,Green,White,Male,No,9,"1941, December",New Earth,DC
17768,Smoke,Secret,Bad,Brown,Black,Male,No,3,"2001, October",Earth-616,Marvel
17769,Karin Preus,Public,Bad,Brown,Red,Female,Yes,2,"1988, March",New Earth,DC
17770,Oracle,Secret,Neutral,Red,Yellow,Male,Yes,1,"1968, October",Earth-616,Marvel
17771,Harmony Whyte,Public,Neutral,Brown,Blond,Female,Yes,10,"1977, September",Earth-616,Marvel
17772,King Standish,Secret,Good,Blue,Blond,Male,Yes,34,"1940, March",New Earth,DC
17773,Captain von Spitz,Public,Bad,Red,Blond,Male,Yes,1,"1942, June",Earth-616,Marvel
17774,James Petrie,Public,Good,Green,White,Male,Yes,14,"1975, March",Earth-616,Marvel
17775,Weisse Kreuz,Secret,Good,Blue,Blond,Male,Yes,3,"2000, December",Earth-616,Marvel
17776,Kyle Jinadu,Public,Good,Brown,Black,Male,Yes,21,"2009, June",Earth-616,Marvel
17777,Gor-Kill,Secret,Bad,Blue,Blond,Unknown,Yes,1,"1960, November",Earth-616,Marvel
17778,Tityus,Public,Good,Blue,Black,Male,Yes,2,"1994, June",Earth-616,Marvel
17779,Sinbad,Public,Good,Green,Black,Male,Yes,4,"1974, June",Earth-616,Marvel
17780,Number 5,Secret,Bad,Yellow,Brown,Unknown,Yes,1,"1941, March",Earth-616,Marvel
17781,Jake Malloy,Public,Bad,Green,Black,Male,Yes,1,"1968, December",Earth-616,Marvel
17782,Marcy Pearson,Public,Neutral,Brown,Brown,Female,Yes,28,"1987, April",Earth-616,Marvel
17783,Katana,Public,Bad,Brown,Blond,Female,Yes,2,"1997, March",Earth-616,Marvel
17784,John Joseph Maguire,Public,Neutral,One,Auburn,Male,Yes,2,"2002, July",Earth-616,Marvel
17785,Lilandra Neramani,Non-dual,Good,Orange,Black,Female,No,170,"1976, February",Earth-616,Marvel
17786,Kkon,Secret,Good,Blue,Purple,Male,No,1,"1995, July",Earth-616,Marvel
17787,Sheoke Sanada,Secret,Bad,Brown,Black,Female,Yes,25,"1984, January",Earth-616,Marvel
17788,Harrison J. Merriwell,Public,Good,Brown,Black,Male,Yes,2,"1975, February",Earth-616,Marvel
17789,Sharkskin,Secret,Neutral,Blue,Black,Male,Yes,3,"1989, October",Earth-616,Marvel
17790,107,Secret,Neutral,Green,Brown,Male,Yes,1,"1994, November",Earth-616,Marvel
17791,Richard Jones,Secret,Good,Brown,Brown,Male,Yes,590,"1962, May",Earth-616,Marvel
17792,Liso Trago,Public,Bad,Blue,Black,Male,Yes,2,"1963, September",Earth-616,Marvel
17793,Gregori,Public,Neutral,Blue,Red,Male,Yes,1,"1999, September",Earth-616,Marvel
17794,Jerry Moulinski,Public,Bad,Blue,Brown,Male,Yes,1,"1977, April",Earth-616,Marvel
17795,Carl Tuesday,Public,Bad,Blue,Bald,Male,No,1,"1949, November",Earth-616,Marvel
17796,Taker,Non-dual,Bad,Brown,Black,Unknown,No,4,"1993, December",New Earth,DC
17797,Cyndi,Public,Bad,Brown,Black,Female,Yes,5,"1985, May",Earth-616,Marvel
17798,Gabriel,Secret,Good,Blue,Blond,Male,Yes,3,"2002, June",Earth-616,Marvel
17799,Lila Cheney,Public,Good,Blue,Black,Female,Yes,68,"1984, November",Earth-616,Marvel
17800,Vault,Secret,Bad,Black,Black,Male,Yes,8,"1997, April",New Earth,DC
17801,Pan,Public,Neutral,Blue,White,Male,Yes,2,"1959, November",Earth-616,Marvel
17802,Joe Scarpone,Public,Bad,Green,Black,Male,No,1,"1943, June",Earth-616,Marvel
17803,Jester II,Secret,Bad,Blue,Black,Male,Yes,1,"1948, January",Earth-616,Marvel
17804,Delphi,Public,Good,Brown,Black,Female,Yes,1,"1999, September",Earth-616,Marvel
17805,Fred Kincaid,Secret,Good,Black,Brown,Male,Yes,3,"1949, December",New Earth,DC
17806,Validator,Secret,Good,Blue,Black,Female,Yes,3,"2013, June",Earth-616,Marvel
17807,Vindiktor,Secret,Bad,Blue,No,Male,No,1,"1998, February",Earth-616,Marvel
17808,Lei Zi Impostor,Secret,Neutral,White,Brown,Female,Yes,1,"2010, January",New Earth,DC
17809,Zaoxing,Secret,Good,Brown,Black,Male,Yes,1,"2012, January",Earth-616,Marvel
17810,Harvey Schlemerman,Secret,Bad,Blue,Bald,Male,Yes,28,"1960, May",Earth-616,Marvel
17811,Kistur,Secret,Neutral,Blue,Brown,Male,Yes,8,"1993, March",Earth-616,Marvel
17812,Patrick Dugan,Secret,Good,Blue,Red,Male,Yes,177,"1941, October",New Earth,DC
17813,Matt Slade,Public,Good,Blue,Brown,Male,Yes,33,"1956, May",Earth-616,Marvel
17814,William Zard,Public,Bad,Blue,Black,Male,Yes,89,"1947, April",New Earth,DC
17815,Joe Cord,Public,Good,Brown,Black,Male,No,2,"1974, November",Earth-616,Marvel
17816,Balu,Non-dual,Good,Blue,Black,Male,Yes,4,"1940, February",Earth-616,Marvel
17817,Solemne Brannex,Public,Neutral,Brown,Brown,Female,Yes,1,"1995, February",Earth-616,Marvel
17818,Deborah Harris,Public,Good,Brown,Black,Female,Yes,50,"1965, October",Earth-616,Marvel
17819,Elias Hudson,Public,Neutral,Blue,No,Male,No,1,"2009, April",Earth-616,Marvel
17820,Super-Humanoid,Non-dual,Bad,White,No,Male,Yes,8,"1969, June",Earth-616,Marvel
17821,Louis Martin,Public,Neutral,Blue,Brown,Male,Yes,15,"1997, August",New Earth,DC
17822,Ralph Roberts,Secret,Bad,Brown,Brown,Male,No,21,"1967, April",Earth-616,Marvel
17823,Naomi Lord,Public,Good,Brown,Brown,Female,Yes,1,"2011, January",New Earth,DC
17824,Pannix,Public,Bad,Blue,Blond,Female,Yes,3,"2009, March",Earth-616,Marvel
17825,Sunburst IV,Secret,Good,Green,Black,Male,Yes,1,"1989, September",New Earth,DC
17826,Zhered-Na,Public,Good,Blue,Blond,Female,Yes,5,"1973, August",Earth-616,Marvel
17827,Dead Hand Legendre,Secret,Bad,Blue,Brown,Male,No,4,"2010, April",New Earth,DC
17828,Lashina,Secret,Bad,Blue,Black,Female,Yes,77,"1972, February",New Earth,DC
17829,Borgia,Public,Bad,Brown,No,Unknown,Yes,2,"1975, February",Earth-616,Marvel
17830,Angelface,Secret,Bad,Green,Red,Female,No,2,"1996, May",Earth-616,Marvel
17831,Curtis Henshaw,Public,Bad,White,White,Male,Yes,1,"1998, November",Earth-616,Marvel
17832,Plutonium,Public,Bad,Blue,No,Unknown,Yes,1,"1997, November",Earth-616,Marvel
17833,Fraktur,Secret,Good,Yellow,No,Female,Yes,10,"2008, December",Earth-616,Marvel
17834,Darrel Daniel,Public,Good,Brown,Blond,Male,No,3,"1974, May",Earth-616,Marvel
17835,Nora Fields,Public,Neutral,Brown,Brown,Female,Yes,7,"2003, February",New Earth,DC
17836,Conscience,Secret,Bad,White,No,Male,No,6,"1989, May",Earth-616,Marvel
17837,Wonderdog,Public,Bad,Brown,Black,Male,No,6,"2008, October",New Earth,DC
17838,Andromeda,Secret,Good,Blue,Blond,Female,Yes,2,"1993, December",Earth-616,Marvel
17839,Degrayde,Public,Bad,Brown,Bald,Male,Yes,16,"1981, October",Earth-616,Marvel
17840,John Blandings,Secret,Good,Blue,No,Unknown,Yes,1,"1962, December",Earth-616,Marvel
17841,Antoine,Secret,Neutral,Blue,Black,Male,Yes,8,"1992, October",New Earth,DC
17842,Jean-Louis Droo,Secret,Bad,Brown,Black,Male,Yes,31,"1981, December",New Earth,DC
17843,Bizarro Batman,Secret,Neutral,Blue,Blond,Male,Yes,2,"2007, November",New Earth,DC
17844,Sherman Ashley,Public,Bad,Red,Black,Male,Yes,2,"1994, February",Earth-616,Marvel
17845,Weasel,Secret,Bad,Red,Brown,Female,Yes,3,"1993, January",Earth-616,Marvel
17846,General Wo,Secret,Bad,Black,Black,Male,Yes,4,"1965, January",Earth-616,Marvel
17847,Alecto,Public,Bad,Blue,Black,Female,Yes,11,"1981, October",New Earth,DC
17848,Geoffrey de Cantonna,Secret,Good,Blue,Brown,Male,No,8,"2009, June",New Earth,DC
17849,Voltor,Secret,Good,Brown,Brown,Male,No,1,"1985, December",Earth-616,Marvel
17850,"Richard Flag, Sr.",Public,Good,Brown,Brown,Male,No,4,"1987, May",New Earth,DC
17851,Myrra Rhodes,Secret,Good,Blue,Blond,Female,Yes,10,"1980, November",New Earth,DC
17852,Jakob Whorrsman,Public,Bad,Blue,Blond,Male,Yes,5,1992,New Earth,DC
17853,Summer Day,Secret,Neutral,Blue,Brown,Female,No,26,"1978, September",New Earth,DC
17854,Devil Dinosaur,Secret,Bad,Brown,Black,Male,Yes,1,"2007, March",Earth-616,Marvel
17855,Gerald Ford,Public,Bad,Black,No,Male,Yes,9,"1975, March",Earth-616,Marvel
17856,Robert Carr,Public,Bad,Blue,Black,Male,Yes,6,"2008, July",Earth-616,Marvel
17857,Superior,Secret,Bad,Green,No,Male,Yes,3,"2010, September",Earth-616,Marvel
17858,Zyn,Public,Bad,Yellow,Black,Male,Yes,4,"1992, January",New Earth,DC
17859,Alexa Reilly,Non-dual,Good,Brown,Red,Female,Yes,6,"2009, September",Earth-616,Marvel
17860,William Williams,Public,Good,Yellow,Black,Male,Yes,1,"1993, June",Earth-616,Marvel
17861,Norm Seeger,Non-dual,Bad,Brown,Black,Male,Yes,1,"1988, August",Earth-616,Marvel
17862,William Everett III,Secret,Good,Brown,Black,Male,No,39,"1994, March",New Earth,DC
17863,Sturges Hellstrom,Secret,Bad,Blue,Brown,Male,No,2,"1984, August",Earth-One,DC
17864,Yoshi,Secret,Neutral,Black,Black,Male,No,1,"2002, June",Earth-616,Marvel
17865,Henry Gyrich,Non-dual,Bad,Green,Red,Male,Yes,170,"1977, November",Earth-616,Marvel
17866,Crone,Secret,Neutral,Brown,White,Female,Yes,1,"2010, March",Earth-616,Marvel
17867,Sardonyxx,Public,Good,Green,Red,Female,Yes,3,"2008, May",New Earth,DC
17868,Nathaniel Essex,Secret,Neutral,Red,Black,Male,No,1,"2012, August",Earth-616,Marvel
17869,Offset,Secret,Bad,Blue,No,Female,Yes,11,"2006, February",Earth-616,Marvel
17870,Alecto,Secret,Bad,Red,Brown,Female,Yes,2,"2005, August",Earth-616,Marvel
17871,Amos Jardine,Public,Neutral,Black,White,Male,Yes,6,"1978, April",Earth-616,Marvel
17872,Welyn,Public,Good,Black,Black,Female,No,5,"1994, October",Earth-616,Marvel
17873,Kellen,Secret,Bad,Brown,Blond,Male,Yes,2,"1986, September",Earth-616,Marvel
17874,Jacob Reisz,Public,Bad,White,Grey,Male,Yes,10,"1989, November",Earth-616,Marvel
17875,Orlaa,Public,Neutral,Blue,Bald,Unknown,Yes,1,"2010, May",Earth-616,Marvel
17876,Manhunter Lud,Secret,Bad,Black,Red,Male,Yes,2,"2007, November",New Earth,DC
17877,Horatio Walters,Public,Bad,Blue,Blond,Male,Yes,10,"1973, September",Earth-616,Marvel
17878,Francisco Fuentes,Secret,Good,Hazel,Brown,Male,No,10,"1997, October",Earth-616,Marvel
17879,Marcelus,Secret,Bad,Yellow,No,Male,Yes,1,"1999, September",Earth-616,Marvel
17880,Leroy Johnson,Secret,Good,Brown,Brown,Male,No,33,"1965, April",New Earth,DC
17881,Kalya,Non-dual,Bad,Black,Black,Male,Yes,1,"1965, April",Earth-616,Marvel
17882,Charles Ralston,Secret,Neutral,Brown,Black,Male,Yes,1,"1981, November",Earth-One,DC
17883,Tumbleweed,Public,Good,Brown,Grey,Male,Yes,4,"1949, January",Earth-616,Marvel
17884,Winters,Non-dual,Good,Black,Red,Male,Yes,1,"1988, June",Earth-616,Marvel
17885,Cheryl Lansing,Secret,Bad,Brown,Blond,Female,Yes,6,"1999, November",Earth-616,Marvel
17886,Janos Prohaska,Public,Good,Blue,Black,Male,Yes,64,"1988, March",New Earth,DC
17887,Cold War,Secret,Bad,Blue,Black,Male,Yes,1,"1988, September",Earth-616,Marvel
17888,Marie Logan,Public,Good,Brown,Brown,Female,No,9,"1967, June",New Earth,DC
17889,Idunn,Public,Good,Blue,Blond,Female,Yes,44,"1965, March",Earth-616,Marvel
17890,Vincenzo Baldi,Known to Authorities,Neutral,Brown,Black,Male,No,4,"2005, July",New Earth,DC
17891,Ocean,Secret,Good,Green,Green,Female,Yes,4,"2002, September",Earth-616,Marvel
17892,Blathoxi,Secret,Bad,Blue,Black,Unknown,Yes,1,"1988, March",New Earth,DC
17893,3X,Public,Good,Brown,Black,Male,Yes,1,"1940, March",Earth-616,Marvel
17894,Franklin Nelson,Non-dual,Good,Blue,Bald,Male,Yes,528,"1964, April",Earth-616,Marvel
17895,Dominic Mndawe,Secret,Good,Brown,Black,Male,No,20,"1989, July",New Earth,DC
17896,Zed,Secret,Good,Brown,Blue,Male,No,3,"2004, October",Earth-616,Marvel
17897,Cedaric,Public,Good,Brown,Brown,Male,Yes,2,"1995, May",Earth-616,Marvel
17898,Dagger,Secret,Bad,Blue,White,Male,Yes,1,"1944, May",Earth-616,Marvel
17899,Alex Anderson,Non-dual,Good,Brown,Black,Male,Yes,14,"2003, June",Earth-616,Marvel
17900,Clifton Joseph,Secret,Good,Brown,Black,Male,Yes,11,"1993, January",Earth-616,Marvel
17901,Dren Keeg,Secret,Neutral,White,Black,Male,Yes,6,"1990, March",New Earth,DC
17902,Marcus Daniels,Public,Bad,Grey,Brown,Male,Yes,28,"1978, May",Earth-616,Marvel
17903,William Pettit,Public,Neutral,Brown,White,Male,No,26,"1996, February",New Earth,DC
17904,Devastation,Secret,Bad,Blue,Red,Female,Yes,15,"1999, April",New Earth,DC
17905,Mind Bullet,Secret,Bad,Blue,Brown,Male,Yes,5,"2008, June",New Earth,DC
17906,Navarro,Secret,Bad,Brown,Black,Male,Yes,1,"1998, May",Earth-616,Marvel
17907,Mr. Shaw,Public,Bad,Blue,Black,Male,Yes,2,"1996, July",Earth-616,Marvel
17908,Bezial,Secret,Bad,White,No,Male,Yes,2,"1993, August",Earth-616,Marvel
17909,Lump,Secret,Neutral,Black,No,Male,Yes,14,"1985, July",Earth-616,Marvel
17910,Sonar III,Secret,Bad,Blue,Red,Male,Yes,19,"1995, September",New Earth,DC
17911,Mark,Secret,Neutral,White,Black,Male,No,1,"1983, January",Earth-616,Marvel
17912,Lucille Kennedy,Public,Neutral,Brown,Blond,Female,Yes,1,"1946, March",Earth-616,Marvel
17913,Judson Jakes,Non-dual,Bad,Blue,Brown,Male,No,5,"1982, May",Earth-616,Marvel
17914,Frey,Secret,Good,Blue,Blond,Male,Yes,7,"1980, April",Earth-616,Marvel
17915,Melissa Gold,Secret,Good,Green,Blond,Female,Yes,260,"1979, August",Earth-616,Marvel
17916,Balin,Public,Good,Blue,Black,Male,Yes,7,"2000, October",Earth-616,Marvel
17917,Cruz Bushmaster,Secret,Bad,Brown,Black,Male,No,2,"1992, April",Earth-616,Marvel
17918,Gary Lester,Public,Neutral,Blue,Brown,Male,No,14,"1988, January",New Earth,DC
17919,Zeta,Secret,Bad,White,Red,Male,Yes,5,"2013, April",Earth-616,Marvel
17920,White Star,Secret,Bad,Blue,Brown,Male,Yes,1,"2008, January",New Earth,DC
17921,Brute III,Public,Bad,Blue,Blond,Male,Yes,5,"1993, August",New Earth,DC
17922,Esphares,Secret,Good,Blue,Blond,Male,Yes,1,"2000, April",Earth-616,Marvel
17923,Alfie,Non-dual,Good,Blue,Black,Male,Yes,2,"1946, September",Earth-616,Marvel
17924,Dragon Man,Non-dual,Good,Grey,No,Male,Yes,139,"1965, February",Earth-616,Marvel
17925,Galahad II,Secret,Good,Blue,Brown,Male,Yes,11,"2010, September",New Earth,DC
17926,Richard Uberhart,Public,Good,Red,Blond,Male,Yes,4,"1965, September",Earth-616,Marvel
17927,Barth Bukowski,Secret,Good,Black,Blond,Male,Yes,3,"1979, April",Earth-616,Marvel
17928,Lee Gibbons,Public,Bad,Yellow,Red,Male,Yes,1,"1994, August",Earth-616,Marvel
17929,Vali,Secret,Neutral,Brown,Black,Male,Yes,2,"1980, March",Earth-616,Marvel
17930,Zelda Kurtzberg,Public,Good,Hazel,Brown,Female,Yes,30,"1964, September",Earth-616,Marvel
17931,Zamanathan Rambunazeth,Public,Neutral,Green,Black,Male,Yes,2,"1993, June",Earth-616,Marvel
17932,Manuel Vicente,Secret,Neutral,Brown,Brown,Male,Yes,14,"1999, July",Earth-616,Marvel
17933,Rikkard Rynders,Secret,Neutral,Black,Brown,Male,Yes,2,"1988, April",New Earth,DC
17934,Alice Nugent,Public,Bad,Blue,Blond,Female,Yes,10,"1985, May",Earth-616,Marvel
17935,Toby Raynes,Public,Good,Photocellular,Brown,Female,Yes,11,"1987, September",New Earth,DC
17936,Marcia Deaton,Public,Bad,Black,Brown,Female,Yes,2,"1973, January",Earth-616,Marvel
17937,Zombo,Secret,Bad,Black,Black,Male,No,1,"1941, November",Earth-616,Marvel
17938,Gayle Cord-Becker,Secret,Good,Blue,Brown,Female,No,1,"1994, September",Earth-616,Marvel
17939,Xavier Couture,Secret,Neutral,Blue,Black,Male,Yes,1,"1976, July",Earth-616,Marvel
17940,Devil,Public,Good,Blue,Red,Male,Yes,24,"1981, September",Earth-616,Marvel
17941,Ed Turtle,Public,Bad,Brown,Black,Male,Yes,1,"1944, December",Earth-616,Marvel
17942,Abraham Arlington,Public,Good,Black,Brown,Male,Yes,5,"2009, May",New Earth,DC
17943,Philo Zeiss,Public,Bad,Brown,Black,Male,Yes,24,"2000, October",New Earth,DC
17944,Head,Secret,Bad,Brown,Black,Male,No,1,"1944, March",Earth-616,Marvel
17945,Karla Sofen,Public,Neutral,Blue,Blond,Female,Yes,340,"1975, December",Earth-616,Marvel
17946,Gemini,Secret,Bad,Blue,Bald,Male,Yes,6,"1977, July",Earth-616,Marvel
17947,Black Eagle,Non-dual,Good,Brown,White,Male,Yes,2,"1982, November",Earth-616,Marvel
17948,Barry Santana,Secret,Good,Blue,Blond,Male,No,2,"2012, June",Earth-616,Marvel
17949,Karlin Malus,Non-dual,Bad,Brown,Black,Male,No,34,"1980, September",Earth-616,Marvel
17950,Michael Templar,Public,Good,Red,Brown,Male,Yes,1,"1950, November",Earth-616,Marvel
17951,Killspree,Secret,Neutral,Blue,Orange,Male,Yes,5,"1993, May",Earth-616,Marvel
17952,Brand,Secret,Bad,Blue,White,Male,No,1,"1983, November",New Earth,DC
17953,Sandra Pierce,Public,Good,Blue,Blond,Female,Yes,11,"2003, June",Earth-616,Marvel
17954,Noelle Avril,Secret,Good,Blue,White,Female,Yes,6,"1987, December",New Earth,DC
17955,Narcissus,Public,Neutral,Brown,Brown,Male,Yes,1,"1948, December",Earth-616,Marvel
17956,Rip Carter,Public,Good,Hazel,Black,Male,Yes,127,"1942, June",New Earth,DC
17957,William Riley,Public,Bad,Blue,Grey,Male,Yes,1,"1999, June",New Earth,DC
17958,Nemek,Public,Good,Variable,Grey,Male,Yes,6,"1996, December",New Earth,DC
17959,John Wilkes Booth,Public,Good,Brown,Brown,Male,Yes,6,"1961, July",New Earth,DC
17960,Sally Frosby,Public,Good,Green,Blond,Female,Yes,4,"1955, November",Earth-616,Marvel
17961,"Jack Spears, Sr.",Public,Good,Black,Black,Male,Yes,6,"1954, October",Earth-616,Marvel
17962,Louis Hamilton,Secret,Bad,Blue,Black,Male,No,16,"1987, March",Earth-616,Marvel
17963,Number 3,Secret,Bad,Blue,Green,Unknown,No,1,"1969, August",Earth-616,Marvel
17964,Erik Hallgrimsson,Secret,Good,Orange,No,Male,Yes,1,"2001, October",Earth-616,Marvel
17965,Chas Parmenter,Public,Bad,Hazel,Brown,Male,Yes,4,"1997, August",New Earth,DC
17966,Ace of Spades V,Secret,Bad,Hazel,Grey,Male,Yes,2,"2005, October",New Earth,DC
17967,Musketeer,Secret,Good,Blue,Black,Male,Yes,11,"1955, January",New Earth,DC
17968,Psychobabble,Secret,Neutral,Green,Brown,Male,Yes,2,"1994, August",Earth-616,Marvel
17969,Entity,Secret,Good,Green,Blond,Unknown,No,17,"2010, April",New Earth,DC
17970,Johanna Constantine,Public,Good,Blue,Blond,Female,Yes,4,"1990, February",New Earth,DC
17971,Ms. Fingers,Secret,Bad,Red,Pink,Female,No,1,"2002, March",Earth-616,Marvel
17972,Marshal,Secret,Bad,Green,Black,Male,No,7,"2001, August",Earth-616,Marvel
17973,Roman Nekoboh,Public,Neutral,Brown,Bald,Male,Yes,7,"1983, November",Earth-616,Marvel
17974,Robbie the Robot Dog,Public,Good,Red,Brown,Male,Yes,5,"1944, February",New Earth,DC
17975,Sebastian Ballesteros,Secret,Bad,Brown,Black,Male,No,10,"2001, July",New Earth,DC
17976,Rao,Secret,Good,Brown,Grey,Male,Yes,2,1999,New Earth,DC
17977,Davan Shakari,Secret,Bad,White,Black,Male,Yes,21,"1976, February",Earth-616,Marvel
17978,Boy Blue,Secret,Bad,Red,Black,Male,No,1,"2005, April",New Earth,DC
17979,Captain Von Sar,Public,Bad,Blue,Black,Male,Yes,1,"1943, May",Earth-616,Marvel
17980,Armaros,Secret,Good,Blue,Blond,Male,Yes,1,"1998, November",Earth-616,Marvel
17981,Morgan Wilde,Secret,Bad,Brown,Black,Unknown,Yes,3,"1998, February",New Earth,DC
17982,Tweedledum and Tweedledee,Secret,Bad,Green,Black,Male,Yes,32,"1943, April",New Earth,DC
17983,Abwama,Non-dual,Bad,Red,Black,Male,No,1,"1940, June",Earth-616,Marvel
17984,Maxwell Shiffman,Public,Good,Brown,Bald,Male,Yes,29,"1962, August",Earth-616,Marvel
17985,Woodstock Schumaker,Secret,Good,Blue,Blond,Female,Yes,16,"2001, December",Earth-616,Marvel
17986,Job Burke,Non-dual,Bad,Blue,Brown,Male,Yes,1,"1997, December",Earth-616,Marvel
17987,Rafael di Rienzi,Secret,Good,Brown,Black,Male,Yes,14,"1988, May",New Earth,DC
17988,Zobar Zodiak,Secret,Bad,White,Black,Male,Yes,8,"1948, August",New Earth,DC
17989,Jonas Fogg,Public,Good,Blue,No,Male,Yes,4,"2006, May",Earth-616,Marvel
17990,Marcus Arlington III,Public,Good,Black,Brown,Male,Yes,3,"1998, January",Earth-616,Marvel
17991,David Christopher Bank,Secret,Good,Brown,Brown,Male,Yes,3,"1994, December",Earth-616,Marvel
17992,Randolph Creed,Public,Bad,Black,Red,Male,No,6,"1993, February",Earth-616,Marvel
17993,Wesley,Public,Bad,Green,Brown,Male,Yes,4,"1986, February",Earth-616,Marvel
17994,Electric Eve,Secret,Bad,Blue,White,Female,Yes,5,"2002, June",Earth-616,Marvel
17995,Erik Hanson,Secret,Bad,Blue,Blond,Male,Yes,1,"2006, September",New Earth,DC
17996,Hearse,Secret,Bad,Brown,Grey,Male,Yes,1,"1999, July",New Earth,DC
17997,Gregory Belial,Secret,Bad,Brown,Black,Male,No,8,"1992, December",Earth-616,Marvel
17998,Sam,Public,Good,Variable,Brown,Male,Yes,2,"1964, April",Earth-616,Marvel
17999,Nicholas Bordia,Public,Bad,Brown,Grey,Male,Yes,2,"1974, January",Earth-616,Marvel
18000,Bernard the Poet,Non-dual,Neutral,Blue,Black,Male,Yes,11,"1964, September",Earth-616,Marvel
18001,Tom Metellus,Public,Bad,Brown,White,Male,Yes,1,"2002, June",Earth-616,Marvel
18002,Southpaw,Secret,Bad,White,Red,Male,Yes,6,"1989, November",Earth-616,Marvel
18003,Paige Guthrie,Secret,Good,Blue,Blond,Female,Yes,207,"1984, November",Earth-616,Marvel
18004,Argus,Secret,Bad,Brown,Brown,Male,Yes,9,"2009, June",Earth-616,Marvel
18005,Anabolicus,Secret,Neutral,Blue,Black,Male,Yes,1,"1994, January",Earth-616,Marvel
18006,Sherman Weisman,Public,Good,Brown,Brown,Male,Yes,1,"2004, January",Earth-616,Marvel
18007,Gorki,Secret,Bad,Black,Grey,Male,Yes,3,"1966, October",Earth-616,Marvel
18008,Steven Hudak,Public,Good,Brown,Bald,Male,Yes,36,"1995, September",Earth-616,Marvel
18009,Giuletta Nefaria,Secret,Bad,Grey,Black,Female,Yes,149,"1968, January",Earth-616,Marvel
